company_brand,sector,stage,amount,headquarter,about_company,year,founded,founders,investor,Category
NOTO,consumer goods,Pre-Series A,500000.0,Mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",2021,2019,"Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital,  John Abraham, Weh Ventures",consumer goods and services
Lumiq,information technology,Seed,2000000.0,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,2021,2013,Shoaib Mohammad,Info Edge Ventures,technology
CommerceUp,information technology,Seed,0.0,Gurgaon,Grow and manage ecommerce business from single dashboard,2021,2018,Piyush Pathak,Nb Ventures,technology
Breathe Well-being,health,Series A,5500000.0,Gurgaon,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",2021,2015,"Rohan Verma, Aditya Kaicker",Accel,healthcare
Hike,information technology,,0.0,New Delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,2021,2012,Kavin Bharti Mittal,"Binny Bansal, Kunal Shah",technology
House of Kieraya,lifestyle,,15000000.0,Bangalore,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco",2021,2013,Ajith Mohan Karimpana,Tradecred,consumer goods
goEgoNetwork,automotive,,2000000.0,Pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2021,2019,"Dheeman Kadam, Sayantan Chakraborti",,mobility and transportation
Probus,iot,Other,500000.0,New Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2021,2017,"Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures,technology
DrinkPrime,consumer goods,,1000000.0,Bangalore,India's Smartest Water Purifiers and are redefining water purifier ownership.,2021,2016,Anil Kejriwal,"Uc Inclusive Credit, Western Capital",consumer goods and services
Smart Express,logistics,Seed,10000000.0,Mumbai,India’s Most Innovative and Awarded Express Logistics Company.,2021,2017,Yogesh Dhingra,"Iifl India Private Equity Fund, Smiti Holding & Trading Company",mobility and transportation
Smallcase,financial services,Series C,40000000.0,Bangalore,Smallcase is a new way to invest in the stock markets.,2021,2015,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital,fintech
SATYA MicroCapital,financial services,,10000000.0,New Delhi,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,2021,2017,Vivek Tiwari,"Responsability Investments, Blue Orchard",fintech
Snack Amor,food beverages,,0.0,Mumbai,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",2021,2014,Deepak Grover,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",food and beverages
Postman,computer software,Series D,225000000.0,Bangalore,Postman is the collaboration platform for API development.,2021,2014,"Abhinav Asthana, Abhijit Kane, Ankit Sobti","Crv, Nexus Venture Partners",technology
Hashnode,computer software,Series A,6700000.0,Bangalore,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,2021,2016,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’S Surge",technology
RACEnergy,automotive,Seed,1300000.0,Hyderabad,RACEnergy is working to power the future of mobility through clean and efficient technologies.,2021,2018,Arun Sreyas Reddy,"Micelio Fund, Growx Ventures",mobility and transportation
BharatPe,financial services,Debt,20000000.0,New Delhi,The vision to make financial inclusion a reality for Indian merchants.,2021,2018,"Ashneer Grover, Shashvat Nakrani","Iifl Wealth, Asset Management, Northern Arc Capital",fintech
Gyde,computer software,Seed,250000.0,Pune,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",2021,2019,"Prasanna Vaidya, Shubham Deshmukh","Better Capital, Ashish Achrekar",technology
BatteryPool,automotive,Seed,0.0,Pune,Building the Operating System for managing Electric Vehicles in fleets.,2021,2018,Ashwin Shankar,Ian,mobility and transportation
AgNext,agritech,Series A,21000000.0,Chandigarh,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",2021,2016,Taranjeet Singh Bhamra,Alpha Wave Incubation,technology
Xpresslane,technology,Pre-Seed,400000.0,Bangalore,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",2021,2019,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (Yan), Opus Consulting, Manipal Technologies.",technology
LoanKuber,digital mortgage,Pre-Series A,1200000.0,New Delhi,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,2021,2016,Saurabh Nagpal,,technology
OYO,hospitality,Series F,5000000.0,Gurgaon,OYO is a global travel tech company that connects its patrons and guests.,2021,2013,Ritesh Agarwal,Microsoft,technology
Rapido,information technology services,,52000000.0,Bangalore,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2021,2015,"Aravind Sanka, Pavan Guntupalli, Sr Rishikesh","Shell Ventures, Yamaha, Kunal Shah",technology
YPay,financial services,,400000.0,Noida,YPay Card is the new way to manage money.,2021,2017,Dr Navneet Gupta,We Founder Circle,fintech
SleepyCat,furniture,,3800000.0,Mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,2021,2017,Kabir Siddiq,"Saama Capital, Dsg Consumer Partners, Sharrp Ventures",technology
Ultrahuman,healthcare,,17500000.0,Bangalore,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,2021,2020,"Mohit Kumar, Vatsal Singhal",Tiger Global’S Scott Schleifer,technology
UpScalio,e-commerce,,42000000.0,Gurgaon,"UpScalio is India’s next generation, data-driven consumer goods company.",2021,2021,Gautam Kshatriya,,e-commerce
Yellow Class,education,,6000000.0,Gurgaon,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",2021,2020,"Anshul Gupta, Arpit Mittal",Elevation Capital,education and training
Yojak,b2b marketplace,,3800000.0,Gurgaon,India’s first B2B online marketplace for building material.,2021,2019,Anuj Jain,Info Edge Ventures,technology
CreatorStack,computer software,,2000000.0,Bangalore,Helping creators globally to engage deeply with their fans and communities,2021,2019,"Ankit Acharya, Kevin William David",Accel,technology
Expertrons,education,,2300000.0,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2021,2019,"Jatin Solank, Vivek Gupta","Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",education and training
Rage Coffee,food beverages,,5000000.0,New Delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",2021,2018,Bharat Sethi,Sixth Sense Ventures,food and beverages
Klub,financial services,,20000000.0,Bangalore,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,2021,2019,"Anurakt Jain, Ishita Verma","9Unicorns, Sequoia Capital India’S Surge",fintech
Navia Life Care,healtcare,,1000000.0,New Delhi,Navia Life Care is a health technlogy company with a special focus on patient care.,2021,2016,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta","Anicut Angel Fund, 9 Unicorns",technology
1K Kirana Bazaar,e-commerce,,7000000.0,Gurgaon,India's First and Largest Network of Small-Town Kirana Stores,2021,2018,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh","Info Edge, Falconedge",e-commerce
Zupee,gaming,,30000000.0,Gurgaon,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",2021,2018,"Dilsher Singh, Siddhant Saurabh","Westcap Group, Tomales Bay Capital",media and entertainment
Locale.ai,location analytics,,1000000.0,Bangalore,Location Analytics for Companies With Moving Assets and Ground Operations.,2021,2019,"Rishabh Jain, Aditi Sinha","Chiratae Ventures, Better Capital",technology
VerSe Innovation,media,,450000000.0,Bangalore,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",2021,2018,Umang Bedi,"Siguler Guff, Baillie Gifford",media and entertainment
MetroRide,transportation,,0.0,Bangalore,"Urban Mobility Affordable, Punctual & Sustainable.",2021,2020,"Girish Nagpal, Kaaman Agarwal",,mobility and transportation
Miko,consumer electronics,,28000000.0,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2021,2015,"Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar","Iifl Amc, Mankind Pharma Family Office, Aroa Ventures",consumer goods and services
Whiz League,education,,300000.0,New Delhi,Revolutionizing learning experience that goes beyond academia,2021,2020,"Natasha Jain, Sonia Agarwal Bajaj",Iti Growth Opportunities,education and training
Hash,tobacco,,3500000.0,New Delhi,Hash is a new startup in consumer goods.,2021,2020,Shwetank Jain,Amrac Investment Trust,consumer goods
Unacademy,education,,0.0,Bangalore,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,2021,2015,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia,education and training
Log 9 Materials,deeptech,Series A,8500000.0,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021,2014,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries,technology
upGrad,education,,25000000.0,Mumbai,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",2021,2015,"Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar",India Infoline Finance,education and training
FlashPrep,education,Pre-Seed,500000.0,Bangalore,FlashPrep is the smart way to master learning.,2021,2020,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,education and training
Kenko Health,insuretech,Pre-Series A,1700000.0,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2021,2019,"Aniruddha Sen, Dhiraj Goel","Beenext, Orios",technology
Wiz Freight,logistics supply chain,Seed,3500000.0,Chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",2021,2020,"Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor,technology
Credgenics,financial services,Series A,25000000.0,New Delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,2021,2018,"Rishabh Goel, Mayank Khera, Anand Agrawal","Westbridge Capital, Tanglin Venture Partners",fintech
BlueLearn,education,Pre-Seed,400000.0,Goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",2021,2020,"Harish Uthayakumar, Shreyans Sancheti","100X.Vc, Titan Capital, Rahul Mathur, Gaurav Mandlecha",education and training
NimbleBox.ai,mlops platform,Seed,1000000.0,Chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,2021,2018,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts,technology
Pickrr,logistics supply chain,Series B,12000000.0,Gurgaon,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,2021,2015,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","Iifl, Amicus Capital, Ananta Capital",technology
Stellaris Venture Partners,venture capital,,225000000.0,Bangalore,Early-stage tech VC in India.,2021,2015,"Ritesh Banglani, Alok Goyal, Rahul Chowdhri",,technology
Grip Invest,financial services,Series A,3000000.0,Gurgaon,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",2021,2020,"Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners",fintech
Heads Up For Tails,pet care,Series A,37000000.0,New Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2021,2008,Rashi Sanon,"Verlinvest, Sequoia Capital India",technology
Blue Tokai Coffee Roasters,food beverages,Pre-Series B,2000000.0,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2021,2012,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund,food and beverages
Neeman,consumer goods,Series A,2000000.0,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2021,2017,Taran Chhabra,Sixth Sense Ventures,consumer goods and services
BharatPe,financial services,Series E,370000000.0,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,2018,"Ashneer Grover, Shashvat Nakrani",Tiger Global,fintech
GoSats,financial services,Seed,700000.0,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2021,2020,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, Sbx Capital",fintech
StockGro,financial services,Pre-Series A,5000000.0,Bangalore,Making Investment Social- India's First Social Trading Platform,2021,2020,Ajay Lakhotia,"Roots Ventures, Velo Partners",fintech
Onsurity,healthcare,Series A,16000000.0,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2021,2020,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners,technology
Khabri,media,Pre-Series A,2000000.0,Gurgaon,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2021,2017,"Pulkit Sharma, Aankit Roy, Sandeep Singh",,media and entertainment
Celcius,logistics,,500000.0,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,2021,2020,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners",mobility and transportation
AyuRythm,healthcare,Seed,0.0,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2021,2017,Abhilesh Gupta,Sucseed Indovation Fund,technology
Enguru,education,Pre-Series A,0.0,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2021,2014,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja","Potencia Ventures, Bisk Ventures, Letsventure, Ronnie Screwvala, Arihant Patni",education and training
Rocket Skills,education,Pre-Seed,200000.0,Gurgaon,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2021,2020,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital",education and training
RenewBuy,financial services,Series C,10000000.0,Gurgaon,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2021,2015,Balachander Sekhar,Evolvence Capital,fintech
Faarms,agritech,Seed,2000000.0,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2021,2020,"Taranbir Singh, Alok Duggal",,technology
UrbanMatrix Technologies,drone,,100000.0,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,2021,2019,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",Sara Elgi,technology
Jupiter,financial services,Series B,44000000.0,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",2021,2019,Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",fintech
Pixuate,deeptech,Seed,1000000.0,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2021,2012,"Akshata Kari, Prathvi Palekar",Sucseed Indovation Fund,technology
Playo,sportstech,Pre-Series A,500000.0,Bangalore,Playo is a one stop destination app for all things sports,2021,2014,Daanish Suhail,Ah! Ventures High Tables,technology
Toothsi,health,Series B,20000000.0,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,2021,2018,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale","Eight Roads Ventures, Think Investments, Mankekar Family Office",healthcare
Soothe Healthcare,consumer goods,Series C,10000000.0,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2021,2012,Sahil Dharia,A91 Partners,consumer goods and services
Goodmeetings,computer software,Series A,1700000.0,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,2021,2020,Srinivasan Narayan,Chiratae Ventures,technology
Apnaklub,wholesale,Seed,3500000.0,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2021,2020,"Shruti, Manish Kumar",Sequoia’S Surge,consumer goods
ChefKart,consumer goods,Pre-Seed,300000.0,Gurgaon,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2021,2020,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures",consumer goods and services
Fashinza,apparel fashion,Series A,20000000.0,Gurgaon,A new-age supply chain and product development platform for the fashion industry.,2021,2020,"Pawan Gupta, Abhishek Sharma","Accel Partners, Elevation Capital",technology
Fabheads,industrial automation,Pre-Series A,0.0,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2021,2015,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, Firstport Capital, Bliss Flow Investments Pvt Ltd",technology
QuickShift,logistics supply chain,Seed,770000.0,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2021,2016,Anshul Goenka,"Anicut Angel Fund, Axilor Ventures",technology
StackBOX,logistics supply chain,,1200000.0,Bangalore,DISTRIBUTION SIMPLIFIED,2021,2016,"Shanmukha Boora, Sabyasachi Bhattacharjee","Ecosystem Ventures, Cmm Group",technology
MedPrime Technologies,healthcare,Seed,0.0,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2021,2014,"Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor","Mumbai Angels Network, Social Alpha",technology
infra.market,construction,Series D,125000000.0,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2021,2016,"Souvik Sengupta, Aaditya Sharda",Tiger Global,real estate
CollegeDekho,education,Series B,35000000.0,Gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2021,2015,Ruchir Arora,"Disrupt Adq, Qic",education and training
BOX8,food beverages,,40000000.0,Mumbai,India's Largest Desi Meals Brand,2021,2012,"Anshul Gupta, Amit Raj",Tiger Global,food and beverages
Simpl,consumer services,Series B,40000000.0,Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2021,2015,"Nitya, Chaitra Chidanand","Valar Ventures, Ia Ventures",consumer services
8i Ventures,venture capital private equity,,50000000.0,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2021,2018,Vikram Chachra,,technology
PayGlocal,financial services,Series A,4900000.0,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,2021,2021,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",Sequoia Capital India,fintech
Curefit,health wellness fitness,,145000000.0,Bangalore,Tata Digital-backed Curefit,2021,2016,"Mukesh Bansal, Ankit",Zomato,technology
Pocket FM,ott,Series B,22000000.0,Bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2021,2018,"Rohan, Nishanth Srinivas, Prateek Dixit","Lightspeed, Times Group, Tanglin Venture Partners",media and entertainment
CHARGE+ZONE,automotive,,10000000.0,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,2021,2018,Kartikey Hariyani,Venture Catalysts,mobility and transportation
PlanetSpark,education management,Series B,13000000.0,Gurgaon,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2021,2017,"Maneesh Dhooper, Kunal Malik","Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",education and training
LenDenClub,financial services,Series A,10000000.0,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2021,2015,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",fintech
CometChat,computer software,Series A,10000000.0,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2021,2009,"Anuj, Anant Garg",Signal Peak Ventures,technology
AgroStar,agritech,Series D,70000000.0,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2021,2013,"Shardul, Sitanshu Sheth","Evolvence, Hero Enterprise",technology
Bizongo,information technology services,Series D,100000000.0,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,2021,2015,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global,technology
Probus Insurance,insurance,,6700000.0,Mumbai,Probus Insurance is a leading InsurTech platform in India.,2021,2002,Rakesh Goyal,Blueorchard Impact Investment Managers,financial services
MoEngage,software,Series D,30000000.0,Bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2021,2014,"Raviteja Dodda, Yashwanth Kumar",Steadview Capital,technology
CloudSEK,computer network security,Series A,7000000.0,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2021,2015,Rahul Sasi,Massmutual Ventures,technology
Exponent Energy,automotive,Pre-Series A,5000000.0,Bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,2021,2020,"Arun Vinayak, Sanjay Byalal",Yournest Vc,mobility and transportation
Trinkerr,capital markets,Series A,6600000.0,Bangalore,Trinkerr is India's first social trading platform.,2021,2021,"Manvendra Singh, Gaurav Agarwal",Accel India,technology
Zorro,social network,Seed,32000000.0,Gurgaon,Pseudonymous social network platform,2021,2021,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",media and entertainment
Ultraviolette,automotive,Series C,150000000.0,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021,2021,"Subramaniam Narayan, Niraj Rajmohan","Tvs Motor, Zoho",mobility and transportation
NephroPlus,hospital health care,Series E,24000000.0,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2021,2009,Vikram Vuppala,Iifl Asset Management,technology
Unremot,information technology services,Seed,700000.0,Bangalore,Unremot is a personal office for consultants!,2021,2020,Shiju Radhakrishnan,Inflection Point Ventures,technology
FanAnywhere,financial services,Seed,0.0,Bangalore,Celebrity NFT platform,2021,2021,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio Vc, Deltahub Capital",fintech
PingoLearn,education,,200000.0,Pune,PingoLearn offers language learning courses with snackable videos.,2021,2021,"Mohit Menghani, Shubham Maheshwari","Titan Capital, Haresh Chawla, Angellist Syndicate",education and training
Spry,music,Seed,1500000.0,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021,2021,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover",media and entertainment
Enmovil,information technology services,Pre-Series A,1300000.0,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2021,2015,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund,technology
ASQI Advisors,financial services,Pre-Series A,1000000.0,Mumbai,Bringing Blockchain technology intro mainstream finance!,2021,2019,Swapnil Pawar,Founders Room Capital,fintech
Insurance Samadhan,insurance,Pre-Series A,725000.0,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2021,2018,Deepak Bhuvenshwari Uniyal,"9Unicorns, Znl",financial services
Evenflow Brands,consumer goods,,500000.0,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2021,2020,"Utsav Agarwal, Pulkit Chhabra",,consumer goods and services
MasterChow,food beverages,Seed,461000.0,New Delhi,A ready-to-cook Asian cuisine brand,2021,2020,"Vidur Kataria, Sidhanth Madan",Weh Ventures,food and beverages
Fullife Healthcare,pharmaceuticals ref,Series C,22000000.0,Mumbai,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,2021,2009,Varun Khanna,Morgan Stanley Private Equity Asia,technology
Trinkerr,capital markets,Series A,6600000.0,Bangalore,Trinkerr is India's first social trading platform.,2021,2021,"Manvendra Singh, Gaurav Agarwal",Accel India,technology
Zorro,social network,Seed,32000000.0,Gurgaon,Pseudonymous social network platform,2021,2021,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",media and entertainment
Ultraviolette,automotive,Series C,150000000.0,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021,2021,"Subramaniam Narayan, Niraj Rajmohan","Tvs Motor, Zoho",mobility and transportation
NephroPlus,hospital health care,Series E,24000000.0,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2021,2009,Vikram Vuppala,Iifl Asset Management,technology
Unremot,information technology services,Seed,700000.0,Bangalore,Unremot is a personal office for consultants!,2021,2020,Shiju Radhakrishnan,Inflection Point Ventures,technology
FanAnywhere,financial services,Seed,0.0,Bangalore,Celebrity NFT platform,2021,2021,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio Vc, Deltahub Capital",fintech
PingoLearn,education,,200000.0,Pune,PingoLearn offers language learning courses with snackable videos.,2021,2021,"Mohit Menghani, Shubham Maheshwari","Titan Capital, Haresh Chawla, Angellist Syndicate",education and training
Spry,music,Seed,1500000.0,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021,2021,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover",media and entertainment
Enmovil,information technology services,Pre-Series A,1300000.0,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2021,2015,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund,technology
ASQI Advisors,financial services,Pre-Series A,1000000.0,Mumbai,Bringing Blockchain technology intro mainstream finance!,2021,2019,Swapnil Pawar,Founders Room Capital,fintech
Insurance Samadhan,insurance,Pre-Series A,725000.0,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2021,2018,Deepak Bhuvenshwari Uniyal,"9Unicorns, Znl",financial services
Evenflow Brands,consumer goods,,500000.0,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2021,2020,"Utsav Agarwal, Pulkit Chhabra",,consumer goods and services
MasterChow,new delhi,Seed,461000.0,New Delhi,A ready-to-cook Asian cuisine brand,2021,2020,"Vidur Kataria, Sidhanth Madan",Weh Ventures,Other
Fullife Healthcare,pharmaceuticals ref,Series C,22000000.0,Mumbai,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,2021,2009,Varun Khanna,Morgan Stanley Private Equity Asia,technology
MoEVing,mobility and transportation,Seed,5000000.0,Gurgaon,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,2021,2021,"Vikash Mishra, Mragank Jain","Anshuman Maheshwary, Dr Srihari Raju Kalidindi",technology
Pristyn Care,hospital health care,Series E,96000000.0,Gurgaon,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,2021,2018,"Harsimarbir (Harsh) Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",technology
Plix,health wellness fitness,Series A,5000000.0,Mumbai,Plant-based nutraceutical firm,2021,2018,"Rishubh Satiya, Akash Zaveri","Guild Capital, Rpsg Capital Ventures",technology
